ID,CVF,prosity,E,mu,Strength,figure
946,0.37,37,1.93E+11,0.23276,1151028964,946.png
947,0.37,37,1.89E+11,0.23934,1088690971,947.png
948,0.37,47,1.88E+11,0.24017,1031321675,948.png
949,0.37,33,1.93E+11,0.2301,1235291652,949.png
950,0.37,44,1.90E+11,0.23364,1083309889,950.png
951,0.38,44,1.93E+11,0.23096,1137083125,951.png
952,0.38,29,1.97E+11,0.22626,1116456246,952.png
953,0.38,37,1.95E+11,0.22964,1181044619,953.png
954,0.38,35,1.93E+11,0.21543,1146093407,954.png
955,0.38,40,1.91E+11,0.2283,1136026691,955.png
956,0.38,40,1.92E+11,0.23197,1095168420,956.png
957,0.38,39,1.90E+11,0.2408,1160952973,957.png
958,0.38,37,1.99E+11,0.22657,1117953761,958.png
959,0.38,43,1.92E+11,0.2219,1102628778,959.png
960,0.38,43,1.92E+11,0.23422,1051022846,960.png
961,0.38,30,1.94E+11,0.2322,1149140462,961.png
962,0.38,38,1.93E+11,0.22664,1151492749,962.png
963,0.38,38,1.94E+11,0.23208,1161013959,963.png
964,0.38,38,1.91E+11,0.23265,1152156939,964.png
965,0.38,39,1.92E+11,0.23022,1055817513,965.png
966,0.38,36,1.93E+11,0.22278,1112772621,966.png
967,0.38,36,1.96E+11,0.23594,1147708909,967.png
968,0.38,41,1.92E+11,0.22351,1079143690,968.png
969,0.38,39,1.90E+11,0.22642,1101226289,969.png
970,0.38,40,1.93E+11,0.22915,1004294500,970.png
971,0.38,40,1.94E+11,0.23019,1188711030,971.png
972,0.38,39,1.92E+11,0.23127,1187324779,972.png
973,0.38,34,1.93E+11,0.23902,1089711560,973.png
974,0.38,33,1.93E+11,0.22594,1086132020,974.png
975,0.38,45,1.92E+11,0.23526,1153278965,975.png
976,0.39,37,1.95E+11,0.22556,1130494538,976.png
977,0.39,60,1.89E+11,0.22988,1052708147,977.png
978,0.39,31,2.00E+11,0.22408,1107367847,978.png
979,0.39,32,1.99E+11,0.21686,1167052577,979.png
980,0.39,45,1.94E+11,0.23565,1017795113,980.png
981,0.39,54,1.95E+11,0.23422,1100076465,981.png
982,0.39,37,1.97E+11,0.22489,1161244128,982.png
983,0.39,41,1.99E+11,0.23119,1217742114,983.png
984,0.39,45,1.95E+11,0.22555,1134070606,984.png
985,0.39,35,1.96E+11,0.22762,1093362975,985.png
986,0.39,44,1.97E+11,0.22423,1140222891,986.png
987,0.39,39,1.96E+11,0.22517,1134534563,987.png
988,0.39,62,1.91E+11,0.2413,1112773831,988.png
989,0.39,30,2.01E+11,0.22754,1173132128,989.png
990,0.39,34,1.99E+11,0.21827,1147640756,990.png
991,0.39,41,1.98E+11,0.23233,1194370979,991.png
992,0.39,47,1.94E+11,0.21601,1145626042,992.png
993,0.39,53,1.92E+11,0.22181,1140370781,993.png
994,0.39,45,1.95E+11,0.22729,1075216293,994.png
995,0.39,32,1.95E+11,0.23954,1160989423,995.png
996,0.39,38,1.95E+11,0.23005,1146498294,996.png
997,0.39,32,1.95E+11,0.22733,1122468680,997.png
998,0.39,39,2.00E+11,0.22809,1168129685,998.png
999,0.39,35,1.97E+11,0.22917,1172579794,999.png
1000,0.39,38,1.96E+11,0.22645,1129185800,1000.png
1001,0.4,45,1.97E+11,0.22854,1170747104,1001.png
1002,0.4,40,2.00E+11,0.22617,1149866215,1002.png
1003,0.4,44,1.98E+11,0.22768,1131108560,1003.png
1004,0.4,36,1.98E+11,0.22156,1139522221,1004.png
1005,0.4,40,1.99E+11,0.22724,1185375858,1005.png
1006,0.4,42,1.99E+11,0.22082,1221675320,1006.png
1007,0.4,39,1.95E+11,0.21965,1196608683,1007.png
1008,0.4,35,1.99E+11,0.2141,1143472334,1008.png
1009,0.4,47,1.97E+11,0.22566,1129005982,1009.png
1010,0.4,46,1.95E+11,0.23119,1006935593,1010.png
1011,0.4,38,1.99E+11,0.23203,1151442903,1011.png
1012,0.4,38,2.00E+11,0.22619,1058165965,1012.png
1013,0.4,29,2.00E+11,0.23406,1198203988,1013.png
1014,0.4,38,2.00E+11,0.22678,1232049758,1014.png
1015,0.4,49,1.94E+11,0.23072,1039308129,1015.png
1016,0.4,45,1.98E+11,0.23307,1155489552,1016.png
1017,0.4,47,2.00E+11,0.23644,1137838369,1017.png
1018,0.4,39,1.98E+11,0.22845,1185486797,1018.png
1019,0.4,37,2.02E+11,0.21201,1209052078,1019.png
1020,0.4,35,2.00E+11,0.22881,1144292234,1020.png
1021,0.4,37,1.98E+11,0.22932,1170924444,1021.png
1022,0.4,48,2.00E+11,0.22576,1132988282,1022.png
1023,0.4,38,1.98E+11,0.21951,1178854670,1023.png
1024,0.4,29,2.02E+11,0.23036,1210619400,1024.png
1025,0.4,35,2.04E+11,0.22209,1214356043,1025.png
1026,0.41,31,2.05E+11,0.22572,1233751148,1026.png
1027,0.41,38,2.03E+11,0.22286,1107214078,1027.png
1028,0.41,36,2.05E+11,0.21696,1253981168,1028.png
1029,0.41,35,2.03E+11,0.23355,1166019806,1029.png
1030,0.41,30,2.04E+11,0.22085,1296728823,1030.png
1031,0.41,35,2.03E+11,0.21837,1219315857,1031.png
1032,0.41,38,2.01E+11,0.22057,1165712834,1032.png
1033,0.41,45,1.99E+11,0.21936,1223927853,1033.png
1034,0.41,37,2.00E+11,0.22507,1026835858,1034.png
1035,0.41,39,2.02E+11,0.226,1155982954,1035.png
1036,0.41,41,2.03E+11,0.2249,1181764404,1036.png
1037,0.41,30,2.05E+11,0.22131,1170857202,1037.png
1038,0.41,40,2.02E+11,0.22941,1146864578,1038.png
1039,0.41,42,1.99E+11,0.22349,1075416238,1039.png
1040,0.41,29,2.05E+11,0.21667,1258276114,1040.png
1041,0.41,38,2.02E+11,0.22427,1192635529,1041.png
1042,0.41,32,2.03E+11,0.22041,1061439066,1042.png
1043,0.41,34,2.07E+11,0.21379,1264500719,1043.png
1044,0.41,31,2.05E+11,0.22198,1206017704,1044.png
1045,0.41,36,2.01E+11,0.22565,1094528061,1045.png
1046,0.41,30,2.04E+11,0.21635,1194597760,1046.png
1047,0.41,42,2.01E+11,0.23178,1149245827,1047.png
1048,0.41,38,2.04E+11,0.22022,1216951504,1048.png
1049,0.41,30,2.05E+11,0.21881,1222606258,1049.png
1050,0.41,46,1.97E+11,0.22645,1156321098,1050.png
1051,0.42,40,2.02E+11,0.2225,1084141304,1051.png
1052,0.42,37,2.09E+11,0.2174,1220772143,1052.png
1053,0.42,28,2.08E+11,0.21932,1174674675,1053.png
1054,0.42,46,2.04E+11,0.22498,1146319174,1054.png
1055,0.42,49,2.04E+11,0.21787,1218249236,1055.png
1056,0.42,34,2.05E+11,0.22137,1198090374,1056.png
1057,0.42,51,2.03E+11,0.22225,1238796522,1057.png
1058,0.42,46,2.08E+11,0.2245,1267937016,1058.png
1059,0.42,46,2.08E+11,0.22201,1197702765,1059.png
1060,0.42,32,2.10E+11,0.2232,1175199324,1060.png
1061,0.42,45,2.09E+11,0.22534,1190064135,1061.png
1062,0.42,45,2.06E+11,0.22238,1248263691,1062.png
1063,0.42,42,2.02E+11,0.22156,1027161399,1063.png
1064,0.42,46,2.06E+11,0.2202,1159588333,1064.png
1065,0.42,39,2.06E+11,0.22124,1251222019,1065.png
1066,0.42,27,2.08E+11,0.21262,1256070952,1066.png
1067,0.42,29,2.06E+11,0.21873,1214560888,1067.png
1068,0.42,23,2.12E+11,0.21112,1214171757,1068.png
1069,0.42,37,2.07E+11,0.21824,1240713246,1069.png
1070,0.42,44,2.05E+11,0.23319,1239270773,1070.png
1071,0.42,35,2.06E+11,0.21045,1145503983,1071.png
1072,0.42,47,2.05E+11,0.22233,1179999425,1072.png
1073,0.42,44,2.04E+11,0.22307,1185295510,1073.png
1074,0.42,44,2.03E+11,0.22719,1113987159,1074.png
1075,0.42,46,2.04E+11,0.21925,1159158851,1075.png
1076,0.43,34,2.11E+11,0.21605,1274972716,1076.png
1077,0.43,42,2.05E+11,0.21611,1172679184,1077.png
1078,0.43,52,2.07E+11,0.21488,1209487270,1078.png
1079,0.43,45,2.09E+11,0.21787,1199242215,1079.png
1080,0.43,40,2.09E+11,0.2368,1101998795,1080.png
1081,0.43,40,2.09E+11,0.21834,1199075230,1081.png
1082,0.43,40,2.06E+11,0.21984,1188389115,1082.png
1083,0.43,33,2.12E+11,0.21692,1187809116,1083.png
1084,0.43,40,2.08E+11,0.22249,1177377132,1084.png
1085,0.43,39,2.09E+11,0.22524,1249860914,1085.png
1086,0.43,29,2.12E+11,0.21553,1251837583,1086.png
1087,0.43,34,2.15E+11,0.2175,1178278079,1087.png
1088,0.43,38,2.08E+11,0.22083,1220149395,1088.png
1089,0.43,38,2.11E+11,0.21816,1263440265,1089.png
1090,0.43,32,2.11E+11,0.21091,1169616177,1090.png
1091,0.43,32,2.13E+11,0.22069,1233636930,1091.png
1092,0.43,37,2.08E+11,0.21751,1231051229,1092.png
1093,0.43,47,2.08E+11,0.21488,1167614210,1093.png
1094,0.43,34,2.11E+11,0.21948,1232986912,1094.png
1095,0.43,34,2.09E+11,0.21207,1138483081,1095.png
1096,0.43,46,2.07E+11,0.22869,1196052464,1096.png
1097,0.43,42,2.06E+11,0.22021,1085922356,1097.png
1098,0.43,34,2.12E+11,0.21721,1203576719,1098.png
1099,0.43,37,2.08E+11,0.21767,1125851286,1099.png
1100,0.43,31,2.15E+11,0.21852,1249510569,1100.png
1101,0.44,40,2.12E+11,0.2116,1232806943,1101.png
1102,0.44,33,2.13E+11,0.21749,1269408864,1102.png
1103,0.44,26,2.15E+11,0.21417,1265914829,1103.png
1104,0.44,37,2.11E+11,0.22074,1095986423,1104.png
1105,0.44,36,2.13E+11,0.21068,1189656587,1105.png
1106,0.44,32,2.16E+11,0.21869,1266824604,1106.png
1107,0.44,44,2.11E+11,0.22764,1191001287,1107.png
1108,0.44,34,2.16E+11,0.21454,1209538061,1108.png
1109,0.44,45,2.14E+11,0.21709,1269373786,1109.png
1110,0.44,36,2.15E+11,0.2205,1292487510,1110.png
1111,0.44,32,2.16E+11,0.21165,1206016612,1111.png
1112,0.44,30,2.16E+11,0.21012,1279294153,1112.png
1113,0.44,56,2.07E+11,0.21523,1151315293,1113.png
1114,0.44,38,2.10E+11,0.2143,1119471461,1114.png
1115,0.44,44,2.11E+11,0.21237,1093458078,1115.png
1116,0.44,41,2.15E+11,0.21831,1255437304,1116.png
1117,0.44,41,2.12E+11,0.21671,1110143691,1117.png
1118,0.44,33,2.14E+11,0.21097,1172628638,1118.png
1119,0.44,34,2.13E+11,0.2426,1200206800,1119.png
1120,0.44,23,2.19E+11,0.20857,1273075092,1120.png
1121,0.44,40,2.14E+11,0.21344,1265763862,1121.png
1122,0.44,37,2.15E+11,0.2194,1257975120,1122.png
1123,0.44,34,2.16E+11,0.21243,1278286173,1123.png
1124,0.44,49,2.14E+11,0.21144,1253559037,1124.png
1125,0.44,28,2.13E+11,0.22084,1105318309,1125.png
1126,0.45,42,2.15E+11,0.21306,1123192675,1126.png
1127,0.45,38,2.13E+11,0.21898,1170323592,1127.png
1128,0.45,36,2.19E+11,0.20857,1305143828,1128.png
1129,0.45,40,2.16E+11,0.21307,1264789812,1129.png
1130,0.45,43,2.15E+11,0.21665,1138689392,1130.png
1131,0.45,38,2.18E+11,0.20704,1296341649,1131.png
1132,0.45,31,2.20E+11,0.21238,1342477281,1132.png
1133,0.45,33,2.17E+11,0.20688,1103357324,1133.png
1134,0.45,37,2.20E+11,0.21366,1303263630,1134.png
1135,0.45,28,2.17E+11,0.21464,1226578454,1135.png
1136,0.45,33,2.19E+11,0.20246,1231093930,1136.png
1137,0.45,37,2.15E+11,0.21627,1246722655,1137.png
1138,0.45,42,2.13E+11,0.20347,1217883006,1138.png
1139,0.45,35,2.19E+11,0.21295,1283039135,1139.png
1140,0.45,38,2.14E+11,0.20879,1239971765,1140.png
1141,0.45,43,2.15E+11,0.21543,1188744060,1141.png
1142,0.45,36,2.20E+11,0.21523,1348770261,1142.png
1143,0.45,39,2.17E+11,0.20978,1198954425,1143.png
1144,0.45,51,2.13E+11,0.20734,1203755907,1144.png
1145,0.45,35,2.18E+11,0.21592,1213395868,1145.png
1146,0.45,34,2.17E+11,0.2121,1306882954,1146.png
1147,0.45,39,2.18E+11,0.2138,1207462689,1147.png
1148,0.45,39,2.14E+11,0.22083,1129680123,1148.png
1149,0.45,36,2.14E+11,0.21647,1257283360,1149.png
1150,0.45,31,2.17E+11,0.21851,1254616326,1150.png
1151,0.46,34,2.22E+11,0.20556,1314155503,1151.png
1152,0.46,37,2.22E+11,0.20686,1320157886,1152.png
1153,0.46,43,2.19E+11,0.20782,1281414618,1153.png
1154,0.46,32,2.22E+11,0.20612,1350271136,1154.png
1155,0.46,42,2.19E+11,0.1996,1207715883,1155.png
1156,0.46,30,2.22E+11,0.20927,1287486759,1156.png
1157,0.46,39,2.18E+11,0.21095,1170023580,1157.png
1158,0.46,40,2.22E+11,0.20527,1264812682,1158.png
1159,0.46,33,2.24E+11,0.21297,1373217777,1159.png
1160,0.46,22,2.23E+11,0.2234,1241966227,1160.png
1161,0.46,40,2.19E+11,0.20935,1248610562,1161.png
1162,0.46,45,2.19E+11,0.21138,1281647453,1162.png
1163,0.46,29,2.26E+11,0.20253,1266142792,1163.png
1164,0.46,43,2.21E+11,0.20681,1227432771,1164.png
1165,0.46,31,2.22E+11,0.2119,1192270115,1165.png
1166,0.46,46,2.16E+11,0.21073,1131329009,1166.png
1167,0.46,27,2.22E+11,0.21519,1289723624,1167.png
1168,0.46,39,2.23E+11,0.20537,1319409043,1168.png
1169,0.46,39,2.19E+11,0.2057,1228679881,1169.png
1170,0.46,33,2.20E+11,0.20664,1311376771,1170.png
1171,0.46,34,2.24E+11,0.23119,1148492949,1171.png
1172,0.46,32,2.22E+11,0.20884,1323926217,1172.png
1173,0.46,44,2.22E+11,0.21177,1179352812,1173.png
1174,0.46,35,2.19E+11,0.2141,1215527100,1174.png
1175,0.46,26,2.24E+11,0.20733,1318792552,1175.png
1176,0.47,48,2.21E+11,0.20954,1172803047,1176.png
1177,0.47,29,2.26E+11,0.20476,1388157393,1177.png
1178,0.47,41,2.24E+11,0.20553,1268786176,1178.png
1179,0.47,32,2.24E+11,0.21047,1269468412,1179.png
1180,0.47,48,2.20E+11,0.20544,1215493059,1180.png
1181,0.47,48,2.23E+11,0.20627,1350057315,1181.png
1182,0.47,45,2.24E+11,0.21153,1143262507,1182.png
1183,0.47,38,2.23E+11,0.21026,1264923637,1183.png
1184,0.47,44,2.24E+11,0.20943,1315253354,1184.png
1185,0.47,34,2.22E+11,0.20259,1253387856,1185.png
1186,0.47,36,2.25E+11,0.21171,1279939172,1186.png
1187,0.47,41,2.21E+11,0.207,1224433226,1187.png
1188,0.47,35,2.25E+11,0.21543,1267624344,1188.png
1189,0.47,34,2.23E+11,0.22161,1234989410,1189.png
1190,0.47,45,2.24E+11,0.21091,1147835596,1190.png
1191,0.47,39,2.21E+11,0.20682,1249329520,1191.png
1192,0.47,40,2.26E+11,0.22368,1334380550,1192.png
1193,0.47,38,2.25E+11,0.20856,1233528641,1193.png
1194,0.47,26,2.29E+11,0.20757,1218982958,1194.png
1195,0.47,48,2.19E+11,0.21458,1205725929,1195.png
1196,0.47,45,2.25E+11,0.20705,1342633823,1196.png
1197,0.47,31,2.28E+11,0.20732,1306967213,1197.png
1198,0.47,45,2.22E+11,0.20591,1294819033,1198.png
1199,0.47,44,2.25E+11,0.20174,1232879123,1199.png
1200,0.47,33,2.22E+11,0.21315,1271274018,1200.png
1201,0.48,43,2.25E+11,0.21394,1318595907,1201.png
1202,0.48,40,2.28E+11,0.21346,1237933872,1202.png
1203,0.48,43,2.24E+11,0.20317,1222520767,1203.png
1204,0.48,38,2.27E+11,0.20984,1169160402,1204.png
1205,0.48,30,2.32E+11,0.19931,1323197595,1205.png
1206,0.48,50,2.24E+11,0.20387,1194705119,1206.png
1207,0.48,36,2.31E+11,0.20378,1193800454,1207.png
1208,0.48,41,2.28E+11,0.2037,1235796613,1208.png
1209,0.48,32,2.28E+11,0.20778,1327668511,1209.png
1210,0.48,34,2.33E+11,0.1983,1286145196,1210.png
1211,0.48,23,2.33E+11,0.20663,1289332873,1211.png
1212,0.48,32,2.30E+11,0.20539,1287834141,1212.png
1213,0.48,35,2.29E+11,0.20743,1310344909,1213.png
1214,0.48,48,2.26E+11,0.20596,1263360270,1214.png
1215,0.48,48,2.21E+11,0.2082,1223002869,1215.png
1216,0.48,47,2.27E+11,0.20615,1238186153,1216.png
1217,0.48,37,2.30E+11,0.20405,1362977864,1217.png
1218,0.48,35,2.29E+11,0.20925,1306205241,1218.png
1219,0.48,37,2.29E+11,0.20298,1245311708,1219.png
1220,0.48,45,2.23E+11,0.20277,1256920839,1220.png
1221,0.48,42,2.25E+11,0.19847,1230493273,1221.png
1222,0.48,39,2.28E+11,0.20368,1330356373,1222.png
1223,0.48,39,2.30E+11,0.20532,1347655829,1223.png
1224,0.48,45,2.25E+11,0.2073,1174296340,1224.png
1225,0.48,37,2.29E+11,0.20802,1234172239,1225.png
1226,0.49,46,2.29E+11,0.1988,1259154433,1226.png
1227,0.49,40,2.31E+11,0.20837,1344671028,1227.png
1228,0.49,40,2.31E+11,0.20875,1298600001,1228.png
1229,0.49,37,2.34E+11,0.20347,1360233428,1229.png
1230,0.49,38,2.33E+11,0.20634,1345998892,1230.png
1231,0.49,35,2.30E+11,0.21057,1224605012,1231.png
1232,0.49,52,2.29E+11,0.21074,1216231931,1232.png
1233,0.49,41,2.32E+11,0.20972,1322146124,1233.png
1234,0.49,33,2.33E+11,0.20403,1368298845,1234.png
1235,0.49,41,2.32E+11,0.20353,1292543200,1235.png
1236,0.49,44,2.28E+11,0.20814,1295089034,1236.png
1237,0.49,29,2.29E+11,0.21259,1267647884,1237.png
1238,0.49,38,2.32E+11,0.20555,1231330322,1238.png
1239,0.49,46,2.30E+11,0.20086,1279608970,1239.png
1240,0.49,36,2.30E+11,0.20434,1236399846,1240.png
1241,0.49,43,2.29E+11,0.19924,1260423003,1241.png
1242,0.49,41,2.33E+11,0.19866,1207107805,1242.png
1243,0.49,43,2.27E+11,0.20582,1250754562,1243.png
1244,0.49,38,2.33E+11,0.20823,1291257031,1244.png
1245,0.49,37,2.30E+11,0.20751,1276801003,1245.png
1246,0.49,34,2.33E+11,0.20425,1389477614,1246.png
1247,0.49,29,2.30E+11,0.20574,1213866787,1247.png
1248,0.49,27,2.33E+11,0.21843,1261515367,1248.png
1249,0.49,41,2.31E+11,0.20188,1315405652,1249.png
1250,0.49,34,2.32E+11,0.20231,1306294440,1250.png
1251,0.5,46,2.30E+11,0.23142,1237145569,1251.png
1252,0.5,51,2.32E+11,0.20762,1334249210,1252.png
1253,0.5,47,2.33E+11,0.19535,1219067370,1253.png
1254,0.5,43,2.32E+11,0.20575,1224634017,1254.png
1255,0.5,38,2.34E+11,0.19767,1256261539,1255.png
1256,0.5,30,2.36E+11,0.19478,1349966944,1256.png
1257,0.5,32,2.39E+11,0.20271,1268462081,1257.png
1258,0.5,39,2.34E+11,0.1948,1235172786,1258.png
1259,0.5,42,2.31E+11,0.20272,1272561683,1259.png
1260,0.5,37,2.36E+11,0.2001,1342395828,1260.png
1261,0.5,45,2.36E+11,0.20254,1234529833,1261.png
1262,0.5,40,2.38E+11,0.20214,1328837031,1262.png
1263,0.5,42,2.35E+11,0.20113,1339591888,1263.png
1264,0.5,33,2.34E+11,0.20085,1191136227,1264.png
1265,0.5,43,2.34E+11,0.19694,1261732223,1265.png
1266,0.5,44,2.34E+11,0.19518,1266933345,1266.png
1267,0.5,47,2.32E+11,0.20706,1262099182,1267.png
1268,0.5,37,2.36E+11,0.19977,1323615978,1268.png
1269,0.5,41,2.33E+11,0.20859,1288240630,1269.png
1270,0.5,40,2.34E+11,0.20285,1261099751,1270.png
1271,0.5,32,2.44E+11,0.20244,1409450830,1271.png
1272,0.5,44,2.36E+11,0.19749,1311611502,1272.png
1273,0.5,36,2.38E+11,0.20201,1320069038,1273.png
1274,0.5,39,2.36E+11,0.20192,1336421394,1274.png
1275,0.5,38,2.37E+11,0.2083,1364922182,1275.png
1276,0.51,46,2.39E+11,0.19804,1286572724,1276.png
1277,0.51,33,2.41E+11,0.2061,1352704946,1277.png
1278,0.51,36,2.42E+11,0.20069,1362865828,1278.png
1279,0.51,33,2.44E+11,0.20185,1399949450,1279.png
1280,0.51,34,2.42E+11,0.19994,1333607545,1280.png
1281,0.51,39,2.36E+11,0.2149,1211637700,1281.png
1282,0.51,47,2.36E+11,0.19512,1334831270,1282.png
1283,0.51,35,2.45E+11,0.20182,1284328361,1283.png
1284,0.51,36,2.43E+11,0.20296,1255397002,1284.png
1285,0.51,42,2.38E+11,0.22354,1328910210,1285.png
1286,0.51,40,2.39E+11,0.1952,1331259085,1286.png
1287,0.51,37,2.39E+11,0.1964,1321668682,1287.png
1288,0.51,39,2.42E+11,0.19409,1417878032,1288.png
1289,0.51,52,2.35E+11,0.19247,1307315857,1289.png
1290,0.51,42,2.38E+11,0.19756,1257893998,1290.png
1291,0.51,44,2.37E+11,0.19992,1273258375,1291.png
1292,0.51,36,2.40E+11,0.20733,1352271124,1292.png
1293,0.51,36,2.42E+11,0.19692,1344148935,1293.png
1294,0.51,46,2.39E+11,0.19695,1340618770,1294.png
1295,0.51,27,2.47E+11,0.20528,1434284915,1295.png
1296,0.51,39,2.41E+11,0.19559,1320193664,1296.png
1297,0.51,38,2.41E+11,0.19613,1382944751,1297.png
1298,0.51,43,2.34E+11,0.20112,1347714671,1298.png
1299,0.51,38,2.39E+11,0.20057,1330119636,1299.png
1300,0.51,27,2.42E+11,0.20008,1299261047,1300.png
1301,0.52,40,2.45E+11,0.19506,1285992689,1301.png
1302,0.52,34,2.44E+11,0.19241,1358214954,1302.png
1303,0.52,50,2.40E+11,0.19689,1358194619,1303.png
1304,0.52,32,2.44E+11,0.19475,1370605477,1304.png
1305,0.52,31,2.41E+11,0.19422,1262079928,1305.png
1306,0.52,38,2.42E+11,0.20026,1252502084,1306.png
1307,0.52,31,2.45E+11,0.1901,1317695126,1307.png
1308,0.52,45,2.41E+11,0.2035,1344082166,1308.png
1309,0.52,28,2.47E+11,0.19335,1381761238,1309.png
1310,0.52,47,2.38E+11,0.19603,1339754710,1310.png
1311,0.52,35,2.44E+11,0.20112,1358535832,1311.png
1312,0.52,39,2.42E+11,0.19246,1285927042,1312.png
1313,0.52,44,2.44E+11,0.19926,1398875438,1313.png
1314,0.52,36,2.41E+11,0.20022,1404186648,1314.png
1315,0.52,38,2.43E+11,0.21179,1324020407,1315.png
1316,0.52,32,2.42E+11,0.19633,1281486566,1316.png
1317,0.52,45,2.49E+11,0.19615,1407207216,1317.png
1318,0.52,46,2.39E+11,0.20141,1215225210,1318.png
1319,0.52,35,2.44E+11,0.20764,1322251579,1319.png
1320,0.52,42,2.42E+11,0.1963,1289118788,1320.png
1321,0.52,50,2.40E+11,0.19189,1275358375,1321.png
1322,0.52,30,2.45E+11,0.20519,1430609376,1322.png
1323,0.52,40,2.43E+11,0.19357,1334200690,1323.png
1324,0.52,33,2.45E+11,0.19405,1388486273,1324.png
1325,0.52,28,2.45E+11,0.19775,1369822481,1325.png
1326,0.53,35,2.45E+11,0.19188,1399014840,1326.png
1327,0.53,40,2.48E+11,0.19665,1317740678,1327.png
1328,0.53,32,2.52E+11,0.19466,1420460584,1328.png
1329,0.53,38,2.48E+11,0.19057,1345903448,1329.png
1330,0.53,34,2.46E+11,0.19809,1299255455,1330.png
1331,0.53,34,2.45E+11,0.19969,1303716271,1331.png
1332,0.53,28,2.50E+11,0.19486,1461144470,1332.png
1333,0.53,48,2.43E+11,0.1985,1327302115,1333.png
1334,0.53,44,2.50E+11,0.20136,1470638750,1334.png
1335,0.53,42,2.43E+11,0.19338,1275353748,1335.png
1336,0.53,44,2.47E+11,0.18947,1437755744,1336.png
1337,0.53,35,2.51E+11,0.19338,1382528457,1337.png
1338,0.53,37,2.48E+11,0.19505,1349936096,1338.png
1339,0.53,42,2.48E+11,0.18562,1277812951,1339.png
1340,0.53,27,2.48E+11,0.19382,1400508956,1340.png
1341,0.53,36,2.50E+11,0.19517,1432796684,1341.png
1342,0.53,53,2.46E+11,0.19784,1428319996,1342.png
1343,0.53,47,2.46E+11,0.1984,1297314373,1343.png
1344,0.53,42,2.44E+11,0.20059,1321620052,1344.png
1345,0.53,24,2.54E+11,0.1956,1398088690,1345.png
1346,0.53,42,2.44E+11,0.19114,1342693123,1346.png
1347,0.53,34,2.46E+11,0.19524,1318637742,1347.png
1348,0.53,43,2.46E+11,0.19763,1351508057,1348.png
1349,0.53,50,2.45E+11,0.1959,1259018695,1349.png
1350,0.53,40,2.44E+11,0.1974,1349278038,1350.png
1351,0.54,30,2.55E+11,0.18779,1468285264,1351.png
1352,0.54,34,2.52E+11,0.19938,1371709272,1352.png
1353,0.54,44,2.50E+11,0.19364,1370896581,1353.png
1354,0.54,27,2.53E+11,0.18656,1420044657,1354.png
1355,0.54,30,2.57E+11,0.19649,1472394223,1355.png
1356,0.54,45,2.51E+11,0.19094,1330777352,1356.png
1357,0.54,43,2.51E+11,0.19002,1407860945,1357.png
1358,0.54,46,2.50E+11,0.19122,1423104557,1358.png
1359,0.54,39,2.49E+11,0.19303,1276748063,1359.png
1360,0.54,50,2.49E+11,0.18998,1480988714,1360.png
1361,0.54,41,2.50E+11,0.18912,1481247099,1361.png
1362,0.54,54,2.48E+11,0.20039,1309550779,1362.png
1363,0.54,52,2.44E+11,0.19531,1275429586,1363.png
1364,0.54,38,2.52E+11,0.1883,1360260923,1364.png
1365,0.54,38,2.52E+11,0.18724,1510496057,1365.png
1366,0.54,36,2.54E+11,0.18837,1478797952,1366.png
1367,0.54,44,2.45E+11,0.19707,1400714056,1367.png
1368,0.54,50,2.52E+11,0.19236,1417260489,1368.png
1369,0.54,36,2.54E+11,0.1893,1486650762,1369.png
1370,0.54,32,2.53E+11,0.19476,1406010152,1370.png
1371,0.54,39,2.51E+11,0.20081,1404094366,1371.png
1372,0.54,35,2.49E+11,0.19231,1294311795,1372.png
1373,0.54,39,2.54E+11,0.19962,1483116726,1373.png
1374,0.54,45,2.51E+11,0.1926,1387569121,1374.png
1375,0.54,34,2.49E+11,0.18791,1304073460,1375.png
1376,0.55,39,2.57E+11,0.19259,1470896543,1376.png
1377,0.55,35,2.57E+11,0.19001,1375410070,1377.png
1378,0.55,49,2.50E+11,0.18682,1262217298,1378.png
1379,0.55,41,2.53E+11,0.19255,1364631639,1379.png
1380,0.55,36,2.58E+11,0.19059,1381218052,1380.png
1381,0.55,44,2.59E+11,0.19122,1480689467,1381.png
1382,0.55,56,2.50E+11,0.19799,1434376901,1382.png
1383,0.55,36,2.58E+11,0.19026,1507145151,1383.png
1384,0.55,33,2.55E+11,0.19309,1407231296,1384.png
1385,0.55,37,2.54E+11,0.195,1387052186,1385.png
1386,0.55,29,2.62E+11,0.18896,1497764173,1386.png
1387,0.55,54,2.53E+11,0.19189,1498888066,1387.png
1388,0.55,38,2.55E+11,0.18608,1329949156,1388.png
1389,0.55,40,2.52E+11,0.19055,1399493970,1389.png
1390,0.55,40,2.55E+11,0.1833,1474744125,1390.png
1391,0.55,40,2.55E+11,0.18717,1305221821,1391.png
1392,0.55,36,2.58E+11,0.19133,1438863937,1392.png
1393,0.55,28,2.57E+11,0.18816,1505384247,1393.png
1394,0.55,38,2.56E+11,0.19009,1348176426,1394.png
1395,0.55,34,2.58E+11,0.19134,1396310009,1395.png
1396,0.55,47,2.53E+11,0.19076,1439864041,1396.png
1397,0.55,41,2.57E+11,0.2088,1449301635,1397.png
1398,0.55,41,2.55E+11,0.19313,1457782602,1398.png
1399,0.55,43,2.52E+11,0.19263,1321771347,1399.png
